id,description,parent,tree_id
H. (Seladonia),H. (Seladonia),sec66-7-1,sec66-7
H. (Pachyceble),H. (Pachyceble),sec66-7-1,sec66-7
H. (Homalictus s. str.),H. (Homalictus s. str.),sec66-8-1,sec66-8
H. (Papualictus),H. (Papualictus),sec66-8-2,sec66-8
H. (Quasilictus),H. (Quasilictus),sec66-8-2,sec66-8
L. (Lasioglossum s. str.),L. (Lasioglossum s. str.),sec66-9-1,sec66-9
L. (Evylaeus),L. (Evylaeus),sec66-9-2,sec66-9
L. (Sphecodogastra),L. (Sphecodogastra),sec66-9-3,sec66-9
L. (Hemihalictus),L. (Hemihalictus),sec66-9-4,sec66-9
L. (Eickwortia),L. (Eickwortia),sec66-9-5,sec66-9
L. (Dialictus),L. (Dialictus),sec66-9-5,sec66-9
L. (Lasioglossum s. str.),L. (Lasioglossum s. str.),sec66-10-1,sec66-10
L. (Evylaeus),L. (Evylaeus),sec66-10-2,sec66-10
L. (Sphecodogastra),L. (Sphecodogastra),sec66-10-3,sec66-10
L. (Hemihalictus),L. (Hemihalictus),sec66-10-4,sec66-10
L. (Eickwortia),L. (Eickwortia),sec66-10-5,sec66-10
L. (Lasioglossum s. str.),L. (Lasioglossum s. str.),sec66-10-2,sec66-10
L. (Ctenonomia),L. (Ctenonomia),sec66-10-2,sec66-10
L. (Acanthalictus),L. (Acanthalictus),sec66-10-3,sec66-10
L. (Paradialictus),L. (Paradialictus),sec66-10-4,sec66-10
L. (Sellalictus),L. (Sellalictus),sec66-10-5,sec66-10
L. (Sudila),L. (Sudila),sec66-10-6,sec66-10
L. (Evylaeus),L. (Evylaeus),sec66-10-7,sec66-10
L. (Dialictus),L. (Dialictus),sec66-10-7,sec66-10
L. (Austrevylaeus),L. (Austrevylaeus),sec66-11-1,sec66-11
L. (Pseudochilalictus),L. (Pseudochilalictus),sec66-11-5,sec66-11
L. (Parasphecodes),L. (Parasphecodes),sec66-11-5,sec66-11
L. (Callalictus),L. (Callalictus),sec66-11-6,sec66-11
L. (Ctenonomia),L. (Ctenonomia),sec66-11-6,sec66-11
L. (Glossalictus),L. (Glossalictus),sec66-11-7,sec66-11
L. (Chilalictus),L. (Chilalictus),sec66-11-8,sec66-11
L. (Australictus),L. (Australictus),sec66-11-8,sec66-11
L. (Glossalictus),L. (Glossalictus),sec66-11-1,sec66-11
"L. (Ctenonomia) (in part) —. Gonostylus more than half as long as gonocoxite (except in L. idoneum Cockerell), in some cases as long as gono- coxite ........................................................L. (Chilalictus)","L. (Ctenonomia) (in part) —. Gonostylus more than half as long as gonocoxite (except in L. idoneum Cockerell), in some cases as long as gono- coxite ........................................................L. (Chilalictus)",sec66-11-1,sec66-11
L. (Australictus),L. (Australictus),sec66-11-1,sec66-11
L. (Callalictus),L. (Callalictus),sec66-11-1,sec66-11
L. (Parasphecodes),L. (Parasphecodes),sec66-11-1,sec66-11
P . (Lomatalictus),P . (Lomatalictus),sec66-12-2,sec66-12
P . (Zonalictus),P . (Zonalictus),sec66-12-3,sec66-12
P . (Archihalictus),P . (Archihalictus),sec66-12-4,sec66-12
P . (Pachyhalictus),P . (Pachyhalictus),sec66-12-5,sec66-12
P . (Dictyohalictus),P . (Dictyohalictus),sec66-12-5,sec66-12
P . (Patellapis s. str.),P . (Patellapis s. str.),sec66-12-6,sec66-12
P . (Chaetalictus),P . (Chaetalictus),sec66-12-6,sec66-12
P . (Brasilagapostemon),P . (Brasilagapostemon),sec66-13-1,sec66-13
P . (Neagapostemon),P . (Neagapostemon),sec66-13-2,sec66-13
P . (Pseudagapostemon s. str.),P . (Pseudagapostemon s. str.),sec66-13-2,sec66-13
T . (Eothrincostoma),T . (Eothrincostoma),sec66-14-1,sec66-14
T . (Diagonozus),T . (Diagonozus),sec66-14-2,sec66-14
T . (Thrinchostoma s. str.),T . (Thrinchostoma s. str.),sec66-14-2,sec66-14
Ariphanarthra,Ariphanarthra,sec67-1-2,sec67-1
Megaloptidia,Megaloptidia,sec67-1-3,sec67-1
Chlerogelloides,Chlerogelloides,sec67-1-4,sec67-1
Megommation,Megommation,sec67-1-5,sec67-1
Micrommation,Micrommation,sec67-1-5,sec67-1
T emnosoma,T emnosoma,sec67-1-7,sec67-1
Augochlora,Augochlora,sec67-1-9,sec67-1
Augochlorella,Augochlorella,sec67-1-9,sec67-1
Corynura (Corynura),Corynura (Corynura),sec67-1-1,sec67-1
"Paroxystoglossa —. Preoccipital ridge rounded; mesoscutum very slightly narrowed anteriorly, lip low and rounded; labral basal el- evation transverse ..........................................Megaloptilla","Paroxystoglossa —. Preoccipital ridge rounded; mesoscutum very slightly narrowed anteriorly, lip low and rounded; labral basal el- evation transverse ..........................................Megaloptilla",sec67-1-1,sec67-1
Caenaugochlora (Ctenaugochlora),Caenaugochlora (Ctenaugochlora),sec67-1-1,sec67-1
Chlerogella (Ischnomelissa),Chlerogella (Ischnomelissa),sec67-1-1,sec67-1
Chlerogella (Chlerogella),Chlerogella (Chlerogella),sec67-1-1,sec67-1
Chlerogas,Chlerogas,sec67-1-1,sec67-1
Megalopta,Megalopta,sec67-1-1,sec67-1
Xenochlora,Xenochlora,sec67-1-1,sec67-1
Augochloropsis,Augochloropsis,sec67-1-1,sec67-1
Rhinocorynura,Rhinocorynura,sec67-1-2,sec67-1
Thectochlora,Thectochlora,sec67-1-2,sec67-1
Rhectomia,Rhectomia,sec67-1-2,sec67-1
Andinaugochlora (Andinaugochlora),Andinaugochlora (Andinaugochlora),sec67-1-2,sec67-1
Neocorynura,Neocorynura,sec67-1-2,sec67-1
Corynura (Callistochlora),Corynura (Callistochlora),sec67-1-2,sec67-1
Augochlorodes,Augochlorodes,sec67-1-2,sec67-1
Pseudaugochlora,Pseudaugochlora,sec67-1-2,sec67-1
Caenaugochlora (Caenaugochlora),Caenaugochlora (Caenaugochlora),sec67-1-2,sec67-1
Ariphanarthra,Ariphanarthra,sec67-2-2,sec67-2
Megaloptidia,Megaloptidia,sec67-2-3,sec67-2
Chlerogelloides,Chlerogelloides,sec67-2-4,sec67-2
Chlerogella (in part),Chlerogella (in part),sec67-2-7,sec67-2
Chlerogas,Chlerogas,sec67-2-7,sec67-2
Augochloropsis,Augochloropsis,sec67-2-8,sec67-2
Megalopta,Megalopta,sec67-2-1,sec67-2
Thectochlora (in part),Thectochlora (in part),sec67-2-1,sec67-2
Paroxystoglossa,Paroxystoglossa,sec67-2-1,sec67-2
T emnosoma,T emnosoma,sec67-2-1,sec67-2
Rhinocorynura,Rhinocorynura,sec67-2-1,sec67-2
Thectochlora (in part),Thectochlora (in part),sec67-2-1,sec67-2
Chlerogella (Ischnomelissa) (in part),Chlerogella (Ischnomelissa) (in part),sec67-2-1,sec67-2
Halictillus,Halictillus,sec67-2-1,sec67-2
Corynura,Corynura,sec67-2-1,sec67-2
Megaloptilla,Megaloptilla,sec67-2-2,sec67-2
Rhectomia,Rhectomia,sec67-2-2,sec67-2
Augochlorodes,Augochlorodes,sec67-2-2,sec67-2
Andinaugochlora (Neocorynurella),Andinaugochlora (Neocorynurella),sec67-2-2,sec67-2
Augochlorella (Ceratalictus),Augochlorella (Ceratalictus),sec67-2-2,sec67-2
Paroxystoglossa,Paroxystoglossa,sec67-2-2,sec67-2
Neocorynura,Neocorynura,sec67-2-2,sec67-2
Andinaugochlora (Andinaugochlora),Andinaugochlora (Andinaugochlora),sec67-2-2,sec67-2
Augochlora,Augochlora,sec67-2-2,sec67-2
Augochlorella,Augochlorella,sec67-2-2,sec67-2
Pseudaugochlora,Pseudaugochlora,sec67-2-2,sec67-2
Caenaugochlora,Caenaugochlora,sec67-2-2,sec67-2
A. (Andinaugochlora s. str.),A. (Andinaugochlora s. str.),sec67-3-1,sec67-3
A. (Neocorynurella),A. (Neocorynurella),sec67-3-1,sec67-3
A. (Oxystoglossella),A. (Oxystoglossella),sec67-4-1,sec67-4
A. (Augochlora s. str.),A. (Augochlora s. str.),sec67-4-1,sec67-4
A. (Ceratalictus),A. (Ceratalictus),sec67-5-1,sec67-5
A. (Pereirapis),A. (Pereirapis),sec67-5-2,sec67-5
A. (Augochlorella s. str.),A. (Augochlorella s. str.),sec67-5-2,sec67-5
A. (Ceratalictus),A. (Ceratalictus),sec67-6-1,sec67-6
A. (Pereirapis),A. (Pereirapis),sec67-6-2,sec67-6
A. (Augochlorella s. str.),A. (Augochlorella s. str.),sec67-6-2,sec67-6
A. (Augochloropsis s. str.),A. (Augochloropsis s. str.),sec67-7-1,sec67-7
A. (Paraugochloropsis),A. (Paraugochloropsis),sec67-7-1,sec67-7
C. (Caenaugochlora s. str.),C. (Caenaugochlora s. str.),sec67-8-1,sec67-8
C. (Ctenaugochlora),C. (Ctenaugochlora),sec67-8-1,sec67-8
C. (Ischnomelissa),C. (Ischnomelissa),sec67-9-1,sec67-9
C. (Chlerogella s. str.),C. (Chlerogella s. str.),sec67-9-1,sec67-9
C. (Ischnomelissa),C. (Ischnomelissa),sec67-10-1,sec67-10
M. (Megalopta s. str.),M. (Megalopta s. str.),sec67-11-1,sec67-11
M. (Noctoraptor),M. (Noctoraptor),sec67-11-1,sec67-11
M. (Megommation s. str.),M. (Megommation s. str.),sec67-12-1,sec67-12
sec73-1,Meganomiinae,sec68-1-1,sec68-1
sec69-1,Dasypodainae,sec68-1-2,sec68-1
sec74-1,Melittinae,sec68-1-2,sec68-1
sec70-1,Dasypodaini,sec69-1-1,sec69-1
sec71-1,Promelittini,sec69-1-2,sec69-1
sec72-1,Sambini,sec69-1-2,sec69-1
Eremaphanta,Eremaphanta,sec70-1-1,sec70-1
Dasypoda,Dasypoda,sec70-1-2,sec70-1
E. (Eremaphanta s. str.),E. (Eremaphanta s. str.),sec70-2-1,sec70-2
E. (Popovapis),E. (Popovapis),sec70-2-1,sec70-2
H. (Capicoloides),H. (Capicoloides),sec70-3-2,sec70-3
H. (Capicola),H. (Capicola),sec70-3-2,sec70-3
H. (Xeralictoides),H. (Xeralictoides),sec70-3-3,sec70-3
H. (Panurgomia),H. (Panurgomia),sec70-3-4,sec70-3
H. (Carinapis),H. (Carinapis),sec70-3-7,sec70-3
H. (Hesperapis s. str.),H. (Hesperapis s. str.),sec70-3-7,sec70-3
H. (Zacesta),H. (Zacesta),sec70-3-8,sec70-3
H. (Disparapis) —. First ﬂagellar segment equal to or shorter than second ................................................................ H. (Amblyapis),H. (Disparapis) —. First ﬂagellar segment equal to or shorter than second ................................................................ H. (Amblyapis),sec70-3-9,sec70-3
H. (Zacesta),H. (Zacesta),sec70-3-1,sec70-3
H. (Hesperapis s. str.),H. (Hesperapis s. str.),sec70-4-1,sec70-4
H. (Carinapis) (in part),H. (Carinapis) (in part),sec70-4-2,sec70-4
H. (Carinapis) (in part),H. (Carinapis) (in part),sec70-4-2,sec70-4
H. (Disparapis),H. (Disparapis),sec70-4-4,sec70-4
H. (Amblyapis) (in part),H. (Amblyapis) (in part),sec70-4-5,sec70-4
Samba,Samba,sec72-1-1,sec72-1
Haplomelitta,Haplomelitta,sec72-1-1,sec72-1
Samba,Samba,sec72-2-1,sec72-2
H. (Haplosamba),H. (Haplosamba),sec72-2-2,sec72-2
H. (Haplomelitta s. str.),H. (Haplomelitta s. str.),sec72-2-3,sec72-2
H. (Atrosamba),H. (Atrosamba),sec72-2-4,sec72-2
H. (Prosamba),H. (Prosamba),sec72-2-4,sec72-2
Meganomia,Meganomia,sec73-1-1,sec73-1
Pseudophilanthus,Pseudophilanthus,sec73-1-2,sec73-1
Uromonia,Uromonia,sec73-1-3,sec73-1
Ceratomonia,Ceratomonia,sec73-1-3,sec73-1
P . (Dicromonia),P . (Dicromonia),sec73-2-1,sec73-2
P . (Pseudophilanthus s. str.),P . (Pseudophilanthus s. str.),sec73-2-1,sec73-2
U. (Nesomonia),U. (Nesomonia),sec73-3-1,sec73-3
U. (Uromonia s. str.),U. (Uromonia s. str.),sec73-3-1,sec73-3
Macropis,Macropis,sec74-1-1,sec74-1
Melitta,Melitta,sec74-1-2,sec74-1
Redivivoides,Redivivoides,sec74-1-3,sec74-1
Rediviva,Rediviva,sec74-1-3,sec74-1
M. (Paramacropis),M. (Paramacropis),sec74-2-1,sec74-2
M. (Sinomacropis),M. (Sinomacropis),sec74-2-2,sec74-2
M. (Macropis s. str.),M. (Macropis s. str.),sec74-2-2,sec74-2
M. (Paramacropis),M. (Paramacropis),sec74-3-1,sec74-3
M. (Sinomacropis),M. (Sinomacropis),sec74-3-2,sec74-3
sec76-1,Fideliinae,sec75-1-1,sec75-1
sec79-1,Megachilinae,sec75-1-1,sec75-1
sec78-1,Fideliini,sec76-1-1,sec76-1
sec77-1,Pararhophitini,sec76-1-1,sec76-1
Neoﬁdelia,Neoﬁdelia,sec78-1-1,sec78-1
Fidelia,Fidelia,sec78-1-1,sec78-1
F . (Fideliopsis),F . (Fideliopsis),sec78-2-1,sec78-2
F . (Fidelia s. str.),F . (Fidelia s. str.),sec78-2-2,sec78-2
F . (Fideliana),F . (Fideliana),sec78-2-3,sec78-2
F . (Paraﬁdelia),F . (Paraﬁdelia),sec78-2-3,sec78-2
sec80-1,Lithurgini,sec79-1-1,sec79-1
sec83-1,Dioxyini,sec79-1-2,sec79-1
sec81-1,"Megachilini (Sec. 84) — Arolia present; preaxilla, below posterolateral angle of scutum, vertical, smooth and shining or with some hairs, these much shorter than those of adjacent sclerites; body sometimes metallic green, blue, or brassy ...................... ............................................................ Osmiini",sec79-1-4,sec79-1
Trichothurgus,Trichothurgus,sec80-1-1,sec80-1
Microthurge,Microthurge,sec80-1-2,sec80-1
Trichothurgus,Trichothurgus,sec80-2-1,sec80-2
Microthurge,Microthurge,sec80-2-2,sec80-2
Noteriades,Noteriades,sec81-1-2,sec81-1
Wainia,Wainia,sec81-1-3,sec81-1
Heriades,Heriades,sec81-1-4,sec81-1
Protosmia,Protosmia,sec81-1-4,sec81-1
Osmia (in part),Osmia (in part),sec81-1-5,sec81-1
Afroheriades,Afroheriades,sec81-2-1,sec81-2
Ochreriades,Ochreriades,sec81-2-3,sec81-2
Hofferia,Hofferia,sec81-2-4,sec81-2
Noteriades,Noteriades,sec81-2-7,sec81-2
Pseudoheriades,Pseudoheriades,sec81-2-8,sec81-2
Stenoheriades,Stenoheriades,sec81-2-9,sec81-2
Heriades,Heriades,sec81-2-9,sec81-2
Protosmia,Protosmia,sec81-2-1,sec81-2
Othinosmia (in part),Othinosmia (in part),sec81-2-1,sec81-2
Othinosmia (Afrosmia),Othinosmia (Afrosmia),sec81-2-1,sec81-2
Hoplosmia,Hoplosmia,sec81-2-1,sec81-2
Wainia(in part),Wainia(in part),sec81-2-1,sec81-2
"Osmia (Allosmia, some Erythrosmia)","Osmia (Allosmia, some Erythrosmia)",sec81-2-1,sec81-2
Hoplitis (most subgenera),Hoplitis (most subgenera),sec81-2-1,sec81-2
Haetosmia,Haetosmia,sec81-2-1,sec81-2
Wainia (Wainiella),Wainia (Wainiella),sec81-2-1,sec81-2
Stenosmia,Stenosmia,sec81-2-1,sec81-2
Hoplitis (Kumobia),Hoplitis (Kumobia),sec81-2-1,sec81-2
Heriades,Heriades,sec81-3-1,sec81-3
Osmia,Osmia,sec81-3-2,sec81-3
Chelostoma,Chelostoma,sec81-3-3,sec81-3
Protosmia,Protosmia,sec81-3-4,sec81-3
Xeroheriades,Xeroheriades,sec81-3-5,sec81-3
Ashmeadiella,Ashmeadiella,sec81-3-6,sec81-3
A. (Isosmia),A. (Isosmia),sec81-4-1,sec81-4
A. (Chilosima),A. (Chilosima),sec81-4-3,sec81-4
"A. (Cubitognatha, Arogochila)","A. (Cubitognatha, Arogochila)",sec81-4-4,sec81-4
A. (Ashmeadiella s. str.),A. (Ashmeadiella s. str.),sec81-4-4,sec81-4
A. (Ashmeadiella s. str.),A. (Ashmeadiella s. str.),sec81-4-5,sec81-4
A. (Cubitognatha),A. (Cubitognatha),sec81-4-6,sec81-4
A. (Atoposmia s. str.),A. (Atoposmia s. str.),sec81-5-1,sec81-5
A. (Hexosmia),A. (Hexosmia),sec81-5-2,sec81-5
A. (Eremosmia),A. (Eremosmia),sec81-5-2,sec81-5
C. (Gyrodromella),C. (Gyrodromella),sec81-6-2,sec81-6
C. (Foveosmia),C. (Foveosmia),sec81-6-3,sec81-6
C. (Chelostoma s. str.),C. (Chelostoma s. str.),sec81-6-3,sec81-6
C. (Prochelostoma),C. (Prochelostoma),sec81-6-4,sec81-6
C. (Ceraheriades),C. (Ceraheriades),sec81-6-5,sec81-6
C. (Eochelostoma),C. (Eochelostoma),sec81-6-5,sec81-6
H. (Rhopaloheriades),H. (Rhopaloheriades),sec81-7-2,sec81-7
H. (Neotrypetes),H. (Neotrypetes),sec81-7-4,sec81-7
H. (Michenerella),H. (Michenerella),sec81-7-4,sec81-7
H. (Pachyheriades),H. (Pachyheriades),sec81-7-5,sec81-7
H. (T oxeriades),H. (T oxeriades),sec81-7-6,sec81-7
H. (Tyttheriades),H. (Tyttheriades),sec81-7-6,sec81-7
H. (Amboheriades),H. (Amboheriades),sec81-7-7,sec81-7
H. (Heriades s. str.),H. (Heriades s. str.),sec81-7-7,sec81-7
H. (Rhopaloheriades),H. (Rhopaloheriades),sec81-8-2,sec81-8
H. (Neotrypetes),H. (Neotrypetes),sec81-8-4,sec81-8
H. (Michenerella),H. (Michenerella),sec81-8-4,sec81-8
H. (Pachyheriades),H. (Pachyheriades),sec81-8-5,sec81-8
H. (T oxeriades),H. (T oxeriades),sec81-8-6,sec81-8
H. (Tyttheriades),H. (Tyttheriades),sec81-8-6,sec81-8
H. (Annosmia),H. (Annosmia),sec81-9-4,sec81-9
H. (Coloplitis),H. (Coloplitis),sec81-9-4,sec81-9
H. (Eurypariella),H. (Eurypariella),sec81-9-5,sec81-9
H. (Hoplitis s. str.),H. (Hoplitis s. str.),sec81-9-6,sec81-9
H. (Bytinskia),H. (Bytinskia),sec81-9-7,sec81-9
H. (Kumobia),H. (Kumobia),sec81-9-7,sec81-9
H. (Kumobia),H. (Kumobia),sec81-9-9,sec81-9
H. (Bytinskia),H. (Bytinskia),sec81-9-9,sec81-9
H. (Hoplitis s. str.),H. (Hoplitis s. str.),sec81-9-1,sec81-9
H. (Coloplitis),H. (Coloplitis),sec81-9-1,sec81-9
H. (Annosmia),H. (Annosmia),sec81-9-1,sec81-9
H. (Eurypariella),H. (Eurypariella),sec81-9-1,sec81-9
H. (Megahoplitis),H. (Megahoplitis),sec81-9-1,sec81-9
H. (Formicapis),H. (Formicapis),sec81-9-1,sec81-9
H. (Anthocopa),H. (Anthocopa),sec81-9-1,sec81-9
H. (Platosmia),H. (Platosmia),sec81-9-1,sec81-9
H. (Chlidoplitis),H. (Chlidoplitis),sec81-9-1,sec81-9
H. (Jaxartinula),H. (Jaxartinula),sec81-9-2,sec81-9
H. (Exanthocopa),H. (Exanthocopa),sec81-9-2,sec81-9
H. (Nasutosmia),H. (Nasutosmia),sec81-9-2,sec81-9
H. (Microhoplitis),H. (Microhoplitis),sec81-9-2,sec81-9
H. (Prionohoplitis),H. (Prionohoplitis),sec81-9-2,sec81-9
H. (Megalosmia),H. (Megalosmia),sec81-9-2,sec81-9
H. (Monumetha),H. (Monumetha),sec81-9-2,sec81-9
H. (Alcidamea),H. (Alcidamea),sec81-9-2,sec81-9
H. (Prionohoplitis),H. (Prionohoplitis),sec81-9-2,sec81-9
H. (Microhoplitis),H. (Microhoplitis),sec81-9-2,sec81-9
H. (Chlidoplitis),H. (Chlidoplitis),sec81-9-3,sec81-9
H. (Anthocopa),H. (Anthocopa),sec81-9-3,sec81-9
H. (Nasutosmia),H. (Nasutosmia),sec81-9-3,sec81-9
H. (Formicapis),H. (Formicapis),sec81-9-3,sec81-9
H. (Jaxartinula),H. (Jaxartinula),sec81-9-3,sec81-9
H. (Megalosmia) (in part),H. (Megalosmia) (in part),sec81-9-3,sec81-9
H. (Monumetha),H. (Monumetha),sec81-9-3,sec81-9
H. (Pentadentosmia),H. (Pentadentosmia),sec81-9-3,sec81-9
H. (Megalosmia) (in part),H. (Megalosmia) (in part),sec81-9-3,sec81-9
H. (Megahoplitis),H. (Megahoplitis),sec81-9-3,sec81-9
H. (Platosmia),H. (Platosmia),sec81-9-3,sec81-9
H. (Alcidamea),H. (Alcidamea),sec81-9-3,sec81-9
H. (Proteriades),H. (Proteriades),sec81-10-2,sec81-10
H. (Acrosmia),H. (Acrosmia),sec81-10-3,sec81-10
H. (Penteriades),H. (Penteriades),sec81-10-4,sec81-10
H. (Hoplitina),H. (Hoplitina),sec81-10-4,sec81-10
H. (Cyrtosmia),H. (Cyrtosmia),sec81-10-5,sec81-10
H. (Formicapis),H. (Formicapis),sec81-10-7,sec81-10
H. (Hoplitis s. str.),H. (Hoplitis s. str.),sec81-10-9,sec81-10
H. (Monumetha),H. (Monumetha),sec81-10-1,sec81-10
H. (Alcidamea),H. (Alcidamea),sec81-10-1,sec81-10
H. (Penteriades),H. (Penteriades),sec81-11-2,sec81-11
H. (Proteriades),H. (Proteriades),sec81-11-2,sec81-11
H. (Robertsonella),H. (Robertsonella),sec81-11-4,sec81-11
H. (Formicapis),H. (Formicapis),sec81-11-4,sec81-11
H. (Monumetha),H. (Monumetha),sec81-11-5,sec81-11
H. (Cyrtosmia),H. (Cyrtosmia),sec81-11-6,sec81-11
H. (Acrosmia),H. (Acrosmia),sec81-11-7,sec81-11
H. (Hoplitina),H. (Hoplitina),sec81-11-8,sec81-11
H. (Dasyosmia),H. (Dasyosmia),sec81-11-9,sec81-11
H. (Hoplitis s. str.),H. (Hoplitis s. str.),sec81-11-1,sec81-11
H. (Alcidamea),H. (Alcidamea),sec81-11-1,sec81-11
H. (Hoplosmia s. str.),H. (Hoplosmia s. str.),sec81-12-1,sec81-12
H. (Paranthocopa),H. (Paranthocopa),sec81-12-2,sec81-12
H. (Odontanthocopa),H. (Odontanthocopa),sec81-12-2,sec81-12
H. (Hoplosmia s. str.),H. (Hoplosmia s. str.),sec81-13-1,sec81-13
H. (Paranthocopa),H. (Paranthocopa),sec81-13-2,sec81-13
H. (Paranthocopa),H. (Paranthocopa),sec81-13-2,sec81-13
H. (Hoplosmia s. str.),H. (Hoplosmia s. str.),sec81-13-3,sec81-13
H. (Odontanthocopa) (in part),H. (Odontanthocopa) (in part),sec81-13-3,sec81-13
O. (Osmia s. str.),O. (Osmia s. str.),sec81-14-2,sec81-14
O. (Monosmia),O. (Monosmia),sec81-14-3,sec81-14
O. (Orientosmia),O. (Orientosmia),sec81-14-3,sec81-14
O. (Ozbekosmia),O. (Ozbekosmia),sec81-14-5,sec81-14
O. (Helicosmia),O. (Helicosmia),sec81-14-6,sec81-14
O. (Pyrosmia),O. (Pyrosmia),sec81-14-6,sec81-14
O. (Hemiosmia),O. (Hemiosmia),sec81-14-8,sec81-14
O. (Neosmia),O. (Neosmia),sec81-14-9,sec81-14
O. (T ergosmia),O. (T ergosmia),sec81-14-9,sec81-14
O. (Allosmia),O. (Allosmia),sec81-14-1,sec81-14
O. (Erythrosmia),O. (Erythrosmia),sec81-14-1,sec81-14
O. (Metallinella),O. (Metallinella),sec81-14-1,sec81-14
O. (Melanosmia),O. (Melanosmia),sec81-14-1,sec81-14
O. (Metallinella),O. (Metallinella),sec81-15-1,sec81-15
O. (Osmia s. str.),O. (Osmia s. str.),sec81-15-2,sec81-15
O. (Helicosmia),O. (Helicosmia),sec81-15-3,sec81-15
O. (Monosmia),O. (Monosmia),sec81-15-5,sec81-15
O. (Orientosmia),O. (Orientosmia),sec81-15-5,sec81-15
O. (Allosmia),O. (Allosmia),sec81-15-7,sec81-15
O. (Erythrosmia),O. (Erythrosmia),sec81-15-7,sec81-15
O. (Neosmia),O. (Neosmia),sec81-15-8,sec81-15
O. (Hemiosmia),O. (Hemiosmia),sec81-15-9,sec81-15
O. (Pyrosmia),O. (Pyrosmia),sec81-15-1,sec81-15
O. (Melanosmia),O. (Melanosmia),sec81-15-1,sec81-15
O. (Ozbekosmia),O. (Ozbekosmia),sec81-15-1,sec81-15
O. (T ergosmia),O. (T ergosmia),sec81-15-1,sec81-15
O. (Metallinella),O. (Metallinella),sec81-16-1,sec81-16
O. (Osmia s. str.),O. (Osmia s. str.),sec81-16-2,sec81-16
O. (Helicosmia),O. (Helicosmia),sec81-16-3,sec81-16
O. (Monosmia),O. (Monosmia),sec81-16-5,sec81-16
O. (Orientosmia),O. (Orientosmia),sec81-16-5,sec81-16
O. (Allosmia),O. (Allosmia),sec81-16-7,sec81-16
O. (Erythrosmia),O. (Erythrosmia),sec81-16-7,sec81-16
O. (Neosmia),O. (Neosmia),sec81-16-8,sec81-16
O. (Hemiosmia),O. (Hemiosmia),sec81-16-9,sec81-16
O. (Pyrosmia),O. (Pyrosmia),sec81-16-1,sec81-16
O. (Melanosmia),O. (Melanosmia),sec81-16-1,sec81-16
O. (Ozbekosmia),O. (Ozbekosmia),sec81-16-1,sec81-16
O. (Osmia s. str.),O. (Osmia s. str.),sec81-16-2,sec81-16
O.(Mystacosmia),O.(Mystacosmia),sec81-16-6,sec81-16
O. (Othinosmia s. str.),O. (Othinosmia s. str.),sec81-17-1,sec81-17
O. (Afrosmia),O. (Afrosmia),sec81-17-2,sec81-17
O. (Megaloheriades),O. (Megaloheriades),sec81-17-2,sec81-17
O. (Othinosmia s. str.),O. (Othinosmia s. str.),sec81-18-1,sec81-18
O. (Afrosmia),O. (Afrosmia),sec81-18-2,sec81-18
O. (Megaloheriades),O. (Megaloheriades),sec81-18-2,sec81-18
P . (Protosmia s. str.),P . (Protosmia s. str.),sec81-19-2,sec81-19
P . (Dolichosmia),P . (Dolichosmia),sec81-19-2,sec81-19
P . (Chelostomopsis),P . (Chelostomopsis),sec81-19-3,sec81-19
P . (Nanosmia),P . (Nanosmia),sec81-19-3,sec81-19
P . (Protosmia s. str.),P . (Protosmia s. str.),sec81-20-2,sec81-20
P . (Dolichosmia),P . (Dolichosmia),sec81-20-2,sec81-20
P . (Chelostomopsis),P . (Chelostomopsis),sec81-20-3,sec81-20
P . (Nanosmia,P . (Nanosmia,sec81-20-3,sec81-20
W . (Wainia s. str.),W . (Wainia s. str.),sec81-21-1,sec81-21
W . (Wainiella),W . (Wainiella),sec81-21-2,sec81-21
Caposmia,Caposmia,sec81-21-2,sec81-21
Anthidium,Anthidium,sec82-1-3,sec82-1
Afranthidium (in part),Afranthidium (in part),sec82-1-3,sec82-1
Serapista,Serapista,sec82-1-4,sec82-1
Anthidioma,Anthidioma,sec82-1-5,sec82-1
Pachyanthidium (in part),Pachyanthidium (in part),sec82-1-6,sec82-1
Neanthidium,Neanthidium,sec82-1-8,sec82-1
Gnathanthidium,Gnathanthidium,sec82-1-9,sec82-1
Afranthidium (in part),Afranthidium (in part),sec82-1-9,sec82-1
Indanthidium,Indanthidium,sec82-1-1,sec82-1
Pseudoanthidium,Pseudoanthidium,sec82-1-1,sec82-1
Aspidosmia,Aspidosmia,sec82-1-1,sec82-1
Icteranthidium,Icteranthidium,sec82-1-1,sec82-1
Euaspis,Euaspis,sec82-1-1,sec82-1
Trachusoides,Trachusoides,sec82-1-1,sec82-1
Trachusa,Trachusa,sec82-1-1,sec82-1
Apianthidium,Apianthidium,sec82-1-1,sec82-1
Acedanthidium,Acedanthidium,sec82-1-1,sec82-1
Larinostelis,Larinostelis,sec82-1-2,sec82-1
Eoanthidium,Eoanthidium,sec82-1-2,sec82-1
Cyphanthidium,Cyphanthidium,sec82-1-2,sec82-1
Plesianthidium,Plesianthidium,sec82-1-2,sec82-1
Benanthis,Benanthis,sec82-1-2,sec82-1
Rhodanthidium,Rhodanthidium,sec82-1-2,sec82-1
Bathanthidium,Bathanthidium,sec82-1-2,sec82-1
Anthidiellum (in part),Anthidiellum (in part),sec82-1-2,sec82-1
Stelis (in part),Stelis (in part),sec82-1-2,sec82-1
